"id:ID","label","identifier","notation","alt_label","pref_label","definition","extensible","uuid","uri"
"382","Recovered or Resolved","C49498","RECOVERED/RESOLVED","[]","Recovered or Resolved","One of the possible results of an adverse event outcome that indicates that the event has improved or recuperated. (NCI)","False","c0aaccdb-41a8-42cb-b87b-a1d65e3970e7","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49489/C49498"
"383","Recovered or Resolved with Sequelae","C49495","RECOVERED/RESOLVED WITH SEQUELAE","[]","Recovered or Resolved with Sequelae","One of the possible results of an adverse event outcome where the subject recuperated but retained pathological conditions resulting from the prior disease or injury. (NCI)","False","586a7123-c8bd-4eab-9249-11ecf3a7f0de","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49489/C49495"
"384","Recovering or Resolving","C49496","RECOVERING/RESOLVING","[]","Recovering or Resolving","One of the possible results of an adverse event outcome that indicates that the event is improving. (NCI)","False","5c8f9d6b-5e0e-4009-b1f3-89f649eb0776","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49489/C49496"
"385","Unknown","C17998","U","['UNKNOWN', 'Unknown']","Unknown","Not known, not observed, not recorded, or refused. (NCI)","False","63cadc99-b312-4ff8-98f9-0024310c99c2","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49489/C17998"
"386","Age Group","C20587","[AGESPAN]","['Age Span']","","Subgroups of populations based on age. (NCI)","False","a292cc4f-b10d-4ee4-9295-2365b3de6cff","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587"
"387","Adolescent","C27954","ADOLESCENT (12-17 YEARS)","[]","Adolescent","A juvenile between the onset of puberty and maturity; in the state of development between puberty and maturity. (NCI)","False","1c4c39fc-4691-4f48-b5f6-9238a8d44454","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C27954"
"388","Adult 18-65 Years Old","C49685","ADULT (18-65)","[]","Adult 18-65 Years Old","A person from 18 years to 65 years of age. (NCI)","False","d522a440-2e0d-4edd-ae51-33f693b32adc","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C49685"
"389","Children 2-11 Years Old","C49683","CHILDREN (2-11 YEARS)","[]","Children 2-11 Years Old","A person from 2 years to 11 years of age. (NCI)","False","5a1383c6-ee30-4d03-b402-211fda914c13","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C49683"
"390","Elderly","C16268","ELDERLY (> 65)","[]","Elderly","An age group comprised by people 65 years of age and older. (NCI) ","False","d2096304-dad0-419c-a280-1a8cdb87e190","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C16268"
"391","In Utero","C49641","IN UTERO","[]","In Utero","The period of time during which the embryo or foetus is present in the uterus of the female. Also describes the location of the embryo or foetus as being in the uterus in contrast to outside the uterus (ex utero). (NCI)","False","2d47a4b5-16e9-4d17-8903-44227a853e8d","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C49641"
"392","Infant And Toddler","C49643","INFANT AND TODDLER (28 DAYS - 23 MONTHS)","[]","Infant And Toddler","A person from 28 days to 23 months of age. (NCI)","False","783e8c2a-ee9d-418a-bef1-b3efe4ae2bb1","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C49643"
"393","Newborn","C16731","NEWBORN (0-27 DAYS)","[]","Newborn","An infant during the first month after birth. (NCI)","False","5e46cd4e-a875-4d06-a567-7971771fda31","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C16731"
"394","Preterm Newborn Infant","C49642","PRETERM NEWBORN INFANTS","[]","Preterm Newborn Infant","An infant born prior to completion of the normal gestation period. (NCI)","False","d29c38b3-8689-4309-98a7-3ae14074e898","dataset/cdisc/ct/sc/2007-03-06/sdtm/C20587/C49642"
"395","Age Unit","C50400","[AGEU]","['Age Units']","","Those units of time that are routinely used to express the age of a person. (NCI)","False","f3c9c13e-1a7e-4e79-99de-6c3496e1e843","dataset/cdisc/ct/sc/2007-03-06/sdtm/C50400"
"396","Day","C25301","DAYS","[]","Day","The time for Earth to make a complete rotation on its axis; ordinarily divided into twenty-four hours.  This also refers to a specific day. (NCI)","False","82088283-2dda-4183-8786-439bb3b80e60","dataset/cdisc/ct/sc/2007-03-06/sdtm/C50400/C25301"
"397","Hour","C25529","HOURS","[]","Hour","A unit measure of time equal to 3,600 seconds or 60 minutes. It is approximately 1/24 of a median day. (NCI)","False","7eac7f30-b62e-413b-a008-16f7e90eabaa","dataset/cdisc/ct/sc/2007-03-06/sdtm/C50400/C25529"
"398","Month","C29846","MONTHS","[]","Month","One of the 12 divisions of a year as determined by a calendar.  It corresponds to the unit of time of approximately to one cycle of the moon's phases, about 30 days or 4 weeks. (NCI)","False","8d52f42f-1f14-495a-8bd1-2320705447e0","dataset/cdisc/ct/sc/2007-03-06/sdtm/C50400/C29846"
"399","Week","C29844","WEEKS","[]","Week","Any period of seven consecutive days. (NCI)","False","b28c0d64-3dcf-4017-967e-ca8719a0c2f9","dataset/cdisc/ct/sc/2007-03-06/sdtm/C50400/C29844"
"400","Year","C29848","YEARS","[]","Year","The period of time that it takes for Earth to make a complete revolution around the sun, approximately 365 days; a specific one year period. (NCI)","False","c971a829-c81b-4c2b-b94a-50bdc7314ec7","dataset/cdisc/ct/sc/2007-03-06/sdtm/C50400/C29848"
"401","Category for Inclusion and or Exclusion","C49480","[IECAT]","['Category for Inclusion/Exclusion']","","A collection of criteria on which subjects are evaluated and that must be met by all study subjects. (NCI)","False","0d7e513e-435b-4bec-ba88-04f871c423f5","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49480"
"402","Exclusion","C25370","EXCLUSION","[]","Exclusion","List of characteristics in a protocol, any one of which may exclude a potential subject from participation in a study. (CDISC glossary)","False","43817788-d9eb-4640-8eff-5425814baf9d","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49480/C25370"
"403","Inclusion","C25532","INCLUSION","[]","Inclusion","The criteria in a protocol that prospective subjects must meet to be eligible for participation in a study.  NOTE: Exclusion and inclusion criteria define the study population. See also exclusion criteria. (CDISC glossary)","False","67b5847b-84ca-4ef5-b427-767166d692a1","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49480/C25532"
"404","CDISC System Organ Class","C64388","[SOC]","['System Organ Class']","","Terms at the highest level of the CDISC system organ class terminology.","False","e49a6e0c-69af-4bd7-875f-b5022e30c474","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388"
"405","Hematopoietic and Lymphoid System Disorder","C35814","BLOOD AND LYMPHATIC SYSTEM DISORDERS","[]","Hematopoietic and Lymphoid System Disorder","Any deviation from the normal structure or function of the blood or lymphatic system that is manifested by a characteristic set of symptoms and signs. (NCI)","False","e260880b-977b-43e9-9ffe-1793aa75cca0","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C35814"
"406","Heart Disorder","C3079","CARDIAC DISORDERS","[]","Heart Disorder","Any deviation from the normal structure or function of the cardiac system that is manifested by a characteristic set of symptoms and signs. (NCI)","False","c8d5e487-6700-4a2a-8b5c-28b777457a8e","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C3079"
"407","Congenital, Familial and Genetic Disorder Class","C49399","CONGENITAL, FAMILIAL AND GENETIC DISORDERS","[]","Congenital, Familial and Genetic Disorder Class","A class of disorders that encompasses conditions resulting from a congenital, familial hereditary trait or genetic abnormality as is manifested by a characterstic set of symptoms and signs. (NCI)","False","b7d9e267-f3a0-406a-9789-640151babd4b","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C49399"
"408","Ear and Labyrinth Disorder Class","C49400","EAR AND LABYRINTH DISORDERS","[]","Ear and Labyrinth Disorder Class","Any deviation from the normal structure or function of the ear or labyrinth that is manifested by a characteristic set of symptoms and signs. (NCI)","False","96aa6de5-6ffe-429c-ba58-deec9f2ab0f8","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C49400"
"409","Endocrine Disorder","C3009","ENDOCRINE DISORDERS","[]","Endocrine Disorder","Any deviation from the normal structure or function of the endocrine system that is manifested by a characteristic set of symptoms and signs. (NCI)","False","b90f63e0-4a12-421b-ad21-3602445610c4","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C3009"
"410","Eye Disorder","C26767","EYE DISORDERS","[]","Eye Disorder","Any deviation from the normal structure or function of the eye that is manifested by a characteristic set of symptoms and signs. (NCI)","False","ba19277a-7c00-4614-8259-77c99585f03f","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C26767"
"411","Gastrointestinal Disorder","C2990","GASTROINTESTINAL DISORDERS","[]","Gastrointestinal Disorder","Diseases of the digestive tract (oral cavity to anus) and associated organs (salivary glands, liver, pancreas). (NCI)","False","d3024563-55ea-45af-afb3-e20563e73bc6","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C2990"
"412","General Disorders and Administration Site Conditions Class","C49401","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","[]","General Disorders and Administration Site Conditions Class","A class of disorders that encompasses conditions of a general kind that result from a disease, the treatment of disease or administration of treatment at a particular site and are manifested by a characteristic set of symptoms and signs. (NCI)","False","43a827fc-2818-4917-971f-feadf6748417","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C49401"
"413","Liver and Biliary Tract Disorder","C3959","HEPATOBILIARY DISORDERS","[]","Liver and Biliary Tract Disorder","Any deviation from the normal structure or function of the liver or biliary tract that is manifested by a characteristic set of symptoms and signs. (NCI)","False","bc3198fb-6e74-4230-801a-b72d38b98ff7","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C3959"
"414","Immune System Disorder","C3507","IMMUNE SYSTEM DISORDERS","[]","Immune System Disorder","A disorder resulting from an abnormality in the immune system. -- 2003 (NCI)","False","0a90c6c8-a8b1-4cad-86d9-6ae112ab255a","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C3507"
"415","Infectious Disorder","C26726","INFECTIONS AND INFESTATIONS","[]","Infectious Disorder","A disorder resulting from the presence and activity of a microbial, viral, or parasitic agent. It can be transmitted by direct or indirect contact. -- 2003 (NCI)","False","bed15a5a-b11d-40c8-ab06-35f659842174","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C26726"
"416","Injury, Poisoning and Procedural Complication Class","C49402","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","[]","Injury, Poisoning and Procedural Complication Class","A class of disorders that encompasses conditions resulting from an injury, poisoning or procedure. (NCI)","False","dbe80516-13e6-41d5-8a8b-ff201f7e48b7","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C49402"
"417","Investigation","C41198","INVESTIGATIONS","[]","Investigation","The act or process of a systematic and thorough examination; research, study; the process of inquiring into or following up, intended to develop facts. (NCI)","False","ab105c21-f9a5-4b26-96fe-83921c19dfd7","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C41198"
"418","Metabolism and Nutrition Disorder Class","C49403","METABOLISM AND NUTRITION DISORDERS","[]","Metabolism and Nutrition Disorder Class","A class of disorders that encompasses conditions occurring as a result of metabolic dysfunction or deviation from the normal nutritional requirements. (NCI)","False","2b578206-6d9c-4601-9de3-660012f17ae9","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C49403"
"419","Connective and Soft Tissue Disorder","C27574","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","[]","Connective and Soft Tissue Disorder","Any deviation from the normal structure or function of the musculoskeletal or connective tissue that is manifested by a characteristic set of symptoms and signs. (NCI)","False","9c1b28ee-02b8-4616-916e-323c2865f6fd","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C27574"
"420","Neoplasm","C3262","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","[]","Neoplasm","An abnormal tissue growth resulted from uncontrolled cell proliferation.  Benign neoplastic cells resemble normal cells without exhibiting significant cytologic atypia, while malignant ones exhibit overt signs such as dysplastic features, atypical mitotic figures, necrosis, nuclear pleomorphism, and anaplasia.  Representative examples of benign neoplasms include papillomas, cystadenomas, and lipomas; malignant neoplasms include carcinomas, sarcomas, lymphomas, and leukemias. -- 2004 (NCI)","False","e04f5b9e-1cf6-4bae-a172-a62fa1d40192","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C3262"
"421","Nervous System Disorder","C26835","NERVOUS SYSTEM DISORDERS","[]","Nervous System Disorder","Any deviation from the normal structure or function of the nervous system that is manifested by a characteristic set of symptoms and signs. (NCI)","False","9aca4a0b-0395-46fe-a6ff-fda2c8d7e09c","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C26835"
"422","Pregnancy, Puerperium and Perinatal Condition Class","C49404","PREGNANCY, PUERPERIUM AND PERINATAL CONDITIONS","[]","Pregnancy, Puerperium and Perinatal Condition Class","A class of conditions associated with pregnancy, puerperium and perinatal status. (NCI)","False","9168b4f3-e717-463c-a388-2326e7ec7119","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C49404"
"423","Psychiatric Disorder","C2893","PSYCHIATRIC DISORDERS","[]","Psychiatric Disorder","Any deviation from the normal structure or function of the brain and a psychiatric condition, that results in an impairment of an individual's normal cognitive, emotional, or behavioral functioning, and is caused by physiological or psychosocial factors. (NCI)","False","57dcf068-2490-46ac-a9ad-bf2d54437243","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C2893"
"424","Urinary System Disorder","C3430","RENAL AND URINARY DISORDERS","[]","Urinary System Disorder","Disorders of any part of the urologic system. (NCI)","False","c1088b9f-55d4-4323-be54-57ed5f0939f9","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C3430"
"425","Reproductive System and Breast Disorder Class","C49405","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","[]","Reproductive System and Breast Disorder Class","Any deviation from the normal structure or function of the reproductive system or breast that is manifested by a characteristic set of symptoms and signs. (NCI)","False","bd3e6d51-b7cd-4b0a-aa4e-c3231cb10bc0","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C49405"
"426","Respiratory and Thoracic Disorder","C27669","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","[]","Respiratory and Thoracic Disorder","Any deviation from the normal structure or function of the respiratory system including the thorax and mediastinum that is manifested by a characteristic set of symptoms and signs. (NCI)","False","7e51d7eb-4b8e-4f5f-a444-ef6ac7d378c1","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C27669"
"427","Skin Disorder","C3371","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","[]","Skin Disorder","Any deviation from the normal structure or function of the skin or subcutaneous tissue that is manifested by a characteristic set of symptoms and signs.(NCI)","False","72a16cd8-0fa5-4595-8595-53a6b4630c86","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C3371"
"428","Social Circumstances","C20188","SOCIAL CIRCUMSTANCES","[]","Social Circumstances","A set of concepts that results from or is influenced by criteria or activities associated with the social environment of a person. (NCI)","False","3ef0f3d6-bd59-4b88-b86e-7636240004c6","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C20188"
"429","Procedure","C25218","SURGICAL AND MEDICAL PROCEDURES","[]","Procedure","A particular course of action intended to achieve a result. (NCI)","False","a0daf5d2-ad17-4f60-8e76-d9166103efbc","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C25218"
"430","Vascular Disorder","C35117","VASCULAR DISORDERS","[]","Vascular Disorder","Any deviation from the normal structure or function of the vascular system that is manifested by a characteristic set of symptoms and signs. (NCI)","False","044a40b7-a886-4b73-81ab-156388bf8fba","dataset/cdisc/ct/sc/2007-03-06/sdtm/C64388/C35117"
"431","Common Terminology Criteria for Adverse Events","C49704","[TOXGR]","['Standard Toxicity Grade']","","A standard terminology developed to report adverse events occurring in cancer clinical trials.  Common terminology criteria for adverse events (CTCAE) are used in study adverse event summaries and Investigational New Drug reports to the Food and Drug Administration.  The CTCAE contain a grading scale for each adverse event term representing the severity of the event. (NCI)","False","2487b7f8-fcff-4c09-b19d-0e37fa64552f","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49704"
"432","Mild Adverse Event","C41338","1","['Grade 1', 'MILD']","Mild Adverse Event","A type of adverse event that is usually transient and may require only minimal treatment or therapeutic intervention. The event does not generally interfere with usual activities of daily living.","False","4d7e83df-61c5-48d4-be6a-dce145811fd7","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49704/C41338"
"433","Moderate Adverse Event","C41339","2","['Grade 2', 'MODERATE']","Moderate Adverse Event","A type of adverse event that is usually alleviated with additional specific therapeutic intervention. The event interferes with usual activities of daily living, causing discomfort but poses no significant or permanent risk of harm to the research participant.","False","6adaa13f-b01f-4063-a8d7-5dbf50d344a5","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49704/C41339"
"434","Severe Adverse Event","C41340","3","['Grade 3', 'SEVERE']","Severe Adverse Event","A type of adverse event that requires intensive therapeutic intervention. The event interrupts usual activities of daily living, or significantly affects clinical status. The event possesses a significant risk of harm to the research participant and hospitalization may be required.","False","849abc22-aada-4288-9560-f6b93c6f575f","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49704/C41340"
"435","Life Threatening or Disabling Adverse Event","C41337","4","['Grade 4', '']","Life Threatening or Disabling Adverse Event","An adverse event, and/or its immediate sequelae, which is associated with an imminent risk of death or which is associated with physical or mental disabilities that affect or limit the ability of a person to perform activities of daily living (eating, ambulation, toileting, etc.) See NCI Common Terminology Criteria for Adverse Events.","False","ee25942a-fb4b-4101-9bbb-82a5b1617ee1","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49704/C41337"
"436","Death Related to Adverse Event","C48275","5","['Grade 5', 'FATAL']","Death Related to Adverse Event","The termination of life as a result of an adverse event. (NCI)","False","896618bd-b664-4826-9ca7-f5451821cb6e","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49704/C48275"
"437","Control Type","C49647","[TCNTRL]","['Type of Control']","","Comparator against which the study treatment is evaluated (e.g., concurrent (placebo, no treatment, dose-response, active), external (historical, published literature).","False","0c53970a-c371-4d05-959d-b9f623668754","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49647"
"438","Active Control","C49649","ACTIVE","[]","Active Control","A type of control, which has a demonstrated effect, administered as a comparator, to subjects in a clinical trial. [From ICH E10].","False","d2330f5a-ed4f-4c94-b817-a553cedb9400","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49647/C49649"
"439","None","C41132","NONE","[]","None","No person or thing, nobody, not any. (NCI)","False","7e859637-ac13-4c77-8116-b77271acba94","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49647/C41132"
"440","Placebo Control","C49648","PLACEBO","[]","Placebo Control","Use of an inactive compound identical in appearance to drug or treatment being tested in experimental research, which may or may not be known to the physician and/or subject, administered to distinguish between drug action and suggestive effect of the drug or treatment under study. The effects of the active drug or treatment are compared to the effects of the placebo. (NCI)","False","9f733777-b7a6-4d37-94a4-f7ed8c2ce140","dataset/cdisc/ct/sc/2007-03-06/sdtm/C49647/C49648"
"441","Country","C25464","[COUNTRY]","['Country']","","A collective generic term that refers here to a wide variety of dependencies, areas of special sovereignty, uninhabited islands, and other entities in addition to the traditional countries or independent states. (NCI)","False","59fa061f-ab28-40ec-ac41-0a94ca685792","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464"
"442","Aruba","C17884","ABW","['ARUBA']","Aruba","Island in the Caribbean Sea, north of Venezuela.","False","dba5992c-2b6e-4fa0-bfa5-db1e692295e7","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C17884"
"443","Afghanistan","C16267","AFG","['AFGHANISTAN']","Afghanistan","A country in Southern Asia, north and west of Pakistan, east of Iran.","False","fff282b3-034e-42a8-9caf-9fa53a3831d2","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16267"
"444","Angola","C16292","AGO","['ANGOLA']","Angola","A country in Southern Africa, bordering the South Atlantic Ocean, between Namibia and Democratic Republic of the Congo.","False","333e8fd1-a8cd-45a5-b2c2-36144856d6c2","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16292"
"445","Anguilla","C20133","AIA","['ANGUILLA']","Anguilla","An island in the Caribbean Sea, east of Puerto Rico.","False","eadf2e3b-c4d3-46ba-9e62-a7c41f16c9fc","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C20133"
"446","Aland Islands","C44481","ALA","['ALAND ISLANDS']","Aland Islands","An archipelago in the Baltic Sea at the entrance to the Gulf of Bothnia between Sweden and Finland.","False","fa8af59e-7bea-4807-b5e1-57efba2b14d8","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C44481"
"447","Albania","C16271","ALB","['ALBANIA']","Albania","A country in Southeastern Europe, bordering the Adriatic Sea and Ionian Sea, between Greece and Serbia and Montenegro.","False","7c34f96a-99fc-4403-853a-360045b7354b","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16271"
"448","Andorra","C16289","AND","['ANDORRA']","Andorra","A country in Southwestern Europe, between France and Spain.","False","fcc2432a-a5d0-43b2-a350-6d72f60cf82e","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16289"
"449","Netherlands Antilles","C16904","ANT","['NETHERLANDS ANTILLES']","Netherlands Antilles","A country in the Caribbean, comprising two island groups in the Caribbean Sea - one includes Curacao and Bonaire north of Venezuela; the other is east of the Virgin Islands.","False","3295411b-739c-40f6-8126-70dedcdaa153","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16904"
"450","United Arab Emirates","C17232","ARE","['UNITED ARAB EMIRATES']","United Arab Emirates","A country in the Middle East, bordering the Gulf of Oman and the Persian Gulf, between Oman and Saudi Arabia.","False","20199cb6-793c-405a-99f7-91a1d54711dd","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C17232"
"451","Argentina","C16305","ARG","['ARGENTINA']","Argentina","A country in Southern South America, bordering the South Atlantic Ocean, between Chile and Uruguay.","False","6e111d71-8cef-4f5f-95a0-944b52def294","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16305"
"452","Armenia","C16306","ARM","['ARMENIA']","Armenia","A country in Southwestern Asia, east of Turkey.","False","2cbaf667-9183-4c70-a6ae-71c0cd49b571","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16306"
"453","American Samoa","C17739","ASM","['AMERICAN SAMOA']","American Samoa","A group of islands in the South Pacific Ocean, about half way between Hawaii and New Zealand.","False","7b52703d-6772-498c-b979-587efabcccef","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C17739"
"454","Antarctica","C18007","ATA","['ANTARCTICA']","Antarctica","The continent lying mostly south of the Antarctic Circle.","False","f862d4a3-1495-48e1-ab90-85a8c69e337c","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C18007"
"455","French Southern Territories","C20105","ATF","['FRENCH SOUTHERN TERRITORIES']","French Southern Territories","Islands in the southern Indian Ocean, south of Africa, about equidistant between Africa, Antarctica, and Australia.","False","4203cdfe-84a7-470f-8c8a-ae282fe09708","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C20105"
"456","Antigua and Barbuda","C16303","ATG","['ANTIGUA AND BARBUDA']","Antigua and Barbuda","Islands between the Caribbean Sea and the North Atlantic Ocean, east-southeast of Puerto Rico.","False","74975bbc-e2cd-4455-b14e-8993441f3b43","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16303"
"457","Australia","C16311","AUS","['AUSTRALIA']","Australia","The continent between the Indian Ocean and the South Pacific Ocean.","False","1e821574-fa2e-410c-8e37-9956685d70cc","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16311"
"458","Austria","C16312","AUT","['AUSTRIA']","Austria","A country in Central Europe, north of Italy and Slovenia.","False","9c87dec7-54a7-4ad6-9847-56b809525497","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16312"
"459","Azerbaijan","C16316","AZE","['AZERBAIJAN']","Azerbaijan","A country in Southwestern Asia, bordering the Caspian Sea, between Iran and Russia.","False","0ce01041-baad-42b4-a7cb-f3fd93a915cd","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16316"
"460","Burundi","C16371","BDI","['BURUNDI']","Burundi","A country in Central Africa, east of Democratic Republic of the Congo.","False","f12675a0-7038-4b40-9484-ca016f4cee84","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16371"
"461","Belgium","C16329","BEL","['BELGIUM']","Belgium","A country in Western Europe, bordering the North Sea, between France and the Netherlands.","False","2f79682e-b19d-422e-b32e-6aa10607ea7f","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16329"
"462","Benin Republic","C16333","BEN","['BENIN REPUBLIC']","Benin Republic","A country in Western Africa, bordering the North Atlantic Ocean, between Nigeria and Togo.","False","59d3cee5-be3c-45f7-9512-f230ef1a9ef4","dataset/cdisc/ct/sc/2007-03-06/sdtm/C25464/C16333"
